"filename", "language", "Markdown", "Batch", "Java", "comment", "blank", "total"
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Parser.java", "Java", 0, 0, 90, 0, 3, 93
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\StringParser.class", "Java", 0, 0, 27, 0, 0, 27
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\StringParser.java", "Java", 0, 0, 44, 0, 3, 47
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Token$Type.class", "Java", 0, 0, 29, 0, 0, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Token.class", "Java", 0, 0, 104, 7, 0, 111
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Token.java", "Java", 0, 0, 258, 0, 3, 261
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Tokeniser$CharType.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Tokeniser.class", "Java", 0, 0, 425, 0, 1, 426
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Tokeniser.java", "Java", 0, 0, 230, 0, 4, 234
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Util.java", "Java", 0, 0, 49, 0, 3, 52
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\AccessMod.class", "Java", 0, 0, 15, 0, 0, 15
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\AccessMod.java", "Java", 0, 0, 9, 0, 3, 12
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Alias.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Alias.java", "Java", 0, 0, 14, 0, 3, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Class.class", "Java", 0, 0, 17, 6, 0, 23
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Class.java", "Java", 0, 0, 25, 0, 3, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\CompResult.class", "Java", 0, 0, 25, 0, 1, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\CompResult.java", "Java", 0, 0, 31, 0, 3, 34
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Compiler.class", "Java", 0, 0, 333, 0, 1, 334
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Compiler.java", "Java", 0, 0, 838, 0, 10, 848
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Extensions.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Extensions.java", "Java", 0, 0, 60, 0, 3, 63
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Field.class", "Java", 0, 0, 7, 0, 0, 7
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Field.java", "Java", 0, 0, 10, 0, 3, 13
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\JavaBB.class", "Java", 0, 0, 336, 28, 97, 461
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\JavaBB.java", "Java", 0, 0, 331, 29, 100, 460
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\LangUtil$DoubleRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\LangUtil$IntRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\LangUtil$IteratorToIterable.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\LangUtil$LongRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\LangUtil.class", "Java", 0, 0, 85, 0, 0, 85
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\LangUtil.java", "Java", 0, 0, 277, 0, 25, 302
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Local.class", "Java", 0, 0, 7, 0, 0, 7
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Local.java", "Java", 0, 0, 10, 0, 3, 13
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Method.class", "Java", 0, 0, 9, 0, 0, 9
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Method.java", "Java", 0, 0, 13, 0, 3, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\MethodAccess.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\MethodAccess.java", "Java", 0, 0, 26, 0, 3, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Null.class", "Java", 0, 0, 6, 0, 0, 6
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Options.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Options.java", "Java", 0, 0, 23, 0, 3, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Parser.class", "Java", 0, 0, 42, 0, 0, 42
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Parser.java", "Java", 0, 0, 90, 0, 3, 93
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\StringParser.class", "Java", 0, 0, 31, 0, 0, 31
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\StringParser.java", "Java", 0, 0, 52, 0, 3, 55
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Token$Type.class", "Java", 0, 0, 29, 0, 0, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Token.class", "Java", 0, 0, 104, 7, 0, 111
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Token.java", "Java", 0, 0, 258, 0, 3, 261
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Tokeniser$CharType.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Tokeniser.class", "Java", 0, 0, 425, 0, 1, 426
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Tokeniser.java", "Java", 0, 0, 230, 0, 4, 234
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.5\src_out\Util.java", "Java", 0, 0, 49, 0, 3, 52
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\AccessMod.class", "Java", 0, 0, 15, 0, 0, 15
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\AccessMod.java", "Java", 0, 0, 9, 0, 3, 12
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Alias.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Alias.java", "Java", 0, 0, 14, 0, 3, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Class.class", "Java", 0, 0, 17, 6, 0, 23
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Class.java", "Java", 0, 0, 25, 0, 3, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\CompResult.class", "Java", 0, 0, 26, 0, 1, 27
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\CompResult.java", "Java", 0, 0, 31, 0, 3, 34
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Compiler.class", "Java", 0, 0, 155, 167, 2, 324
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Compiler.java", "Java", 0, 0, 858, 0, 10, 868
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Extensions.class", "Java", 0, 0, 30, 0, 0, 30
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Extensions.java", "Java", 0, 0, 126, 0, 3, 129
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\JavaBB.class", "Java", 0, 0, 381, 38, 120, 539
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\JavaBB.java", "Java", 0, 0, 375, 39, 123, 537
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\LangUtil$DoubleRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\LangUtil$IntRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\LangUtil$IteratorToIterable.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\LangUtil$LongRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\LangUtil.class", "Java", 0, 0, 90, 0, 0, 90
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\LangUtil.java", "Java", 0, 0, 277, 0, 25, 302
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\MethodAccess.class", "Java", 0, 0, 18, 0, 0, 18
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\MethodAccess.java", "Java", 0, 0, 26, 0, 3, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Null.class", "Java", 0, 0, 6, 0, 0, 6
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Options.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Options.java", "Java", 0, 0, 23, 0, 3, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Parser.class", "Java", 0, 0, 46, 0, 0, 46
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Parser.java", "Java", 0, 0, 90, 0, 3, 93
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\StringParser.class", "Java", 0, 0, 32, 0, 0, 32
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\StringParser.java", "Java", 0, 0, 52, 0, 3, 55
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Token$Type.class", "Java", 0, 0, 29, 0, 0, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Token.class", "Java", 0, 0, 108, 9, 0, 117
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Token.java", "Java", 0, 0, 258, 0, 3, 261
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Tokeniser$CharType.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Tokeniser.class", "Java", 0, 0, 427, 0, 1, 428
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Tokeniser.java", "Java", 0, 0, 230, 0, 4, 234
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.6\src_out\Util.java", "Java", 0, 0, 49, 0, 3, 52
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\AccessMod.class", "Java", 0, 0, 15, 0, 0, 15
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\AccessMod.java", "Java", 0, 0, 9, 0, 3, 12
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Alias.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Alias.java", "Java", 0, 0, 14, 0, 3, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Class.class", "Java", 0, 0, 17, 6, 0, 23
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Class.java", "Java", 0, 0, 25, 0, 3, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\CompResult.class", "Java", 0, 0, 26, 0, 1, 27
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\CompResult.java", "Java", 0, 0, 31, 0, 3, 34
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Compiler.class", "Java", 0, 0, 153, 168, 2, 323
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Compiler.java", "Java", 0, 0, 857, 0, 10, 867
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Extensions.class", "Java", 0, 0, 31, 0, 0, 31
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Extensions.java", "Java", 0, 0, 129, 0, 3, 132
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\JavaBB.class", "Java", 0, 0, 382, 38, 121, 541
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\JavaBB.java", "Java", 0, 0, 377, 39, 124, 540
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\LangUtil$DoubleRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\LangUtil$IntRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\LangUtil$IteratorToIterable.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\LangUtil$LongRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\LangUtil.class", "Java", 0, 0, 90, 0, 0, 90
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\LangUtil.java", "Java", 0, 0, 277, 0, 25, 302
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\MethodAccess.class", "Java", 0, 0, 18, 0, 0, 18
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\MethodAccess.java", "Java", 0, 0, 26, 0, 3, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Null.class", "Java", 0, 0, 6, 0, 0, 6
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Options.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Options.java", "Java", 0, 0, 23, 0, 3, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Parser.class", "Java", 0, 0, 46, 0, 0, 46
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Parser.java", "Java", 0, 0, 90, 0, 3, 93
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\StringParser.class", "Java", 0, 0, 39, 0, 0, 39
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\StringParser.java", "Java", 0, 0, 56, 0, 3, 59
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Token$Type.class", "Java", 0, 0, 29, 0, 0, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Token.class", "Java", 0, 0, 117, 9, 0, 126
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Token.java", "Java", 0, 0, 266, 0, 3, 269
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Tokeniser$CharType.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Tokeniser.class", "Java", 0, 0, 431, 0, 1, 432
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Tokeniser.java", "Java", 0, 0, 231, 0, 4, 235
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.7\src_out\Util.java", "Java", 0, 0, 49, 0, 3, 52
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\AccessMod.class", "Java", 0, 0, 15, 0, 0, 15
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\AccessMod.java", "Java", 0, 0, 9, 0, 3, 12
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Alias.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Alias.java", "Java", 0, 0, 14, 0, 3, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Class.class", "Java", 0, 0, 17, 6, 0, 23
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Class.java", "Java", 0, 0, 25, 0, 3, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\CompResult.class", "Java", 0, 0, 26, 0, 1, 27
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\CompResult.java", "Java", 0, 0, 31, 0, 3, 34
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Compiler.class", "Java", 0, 0, 153, 180, 2, 335
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Compiler.java", "Java", 0, 0, 868, 0, 10, 878
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Extensions.class", "Java", 0, 0, 39, 0, 0, 39
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Extensions.java", "Java", 0, 0, 147, 0, 3, 150
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\JavaBB.class", "Java", 0, 0, 393, 39, 127, 559
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\JavaBB.java", "Java", 0, 0, 389, 40, 130, 559
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\LangUtil$DoubleRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\LangUtil$IntRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\LangUtil$IteratorToIterable.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\LangUtil$LongRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\LangUtil.class", "Java", 0, 0, 90, 0, 0, 90
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\LangUtil.java", "Java", 0, 0, 277, 0, 25, 302
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\MethodAccess.class", "Java", 0, 0, 18, 0, 0, 18
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\MethodAccess.java", "Java", 0, 0, 26, 0, 3, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Null.class", "Java", 0, 0, 6, 0, 0, 6
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Options.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Options.java", "Java", 0, 0, 23, 0, 3, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Parser.class", "Java", 0, 0, 46, 0, 0, 46
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Parser.java", "Java", 0, 0, 90, 0, 3, 93
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\StringParser.class", "Java", 0, 0, 39, 0, 0, 39
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\StringParser.java", "Java", 0, 0, 56, 0, 3, 59
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Token$Type.class", "Java", 0, 0, 29, 0, 0, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Token.class", "Java", 0, 0, 117, 8, 0, 125
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Token.java", "Java", 0, 0, 262, 0, 3, 265
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Tokeniser$CharType.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Tokeniser.class", "Java", 0, 0, 431, 0, 1, 432
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Tokeniser.java", "Java", 0, 0, 231, 0, 4, 235
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.8\src_out\Util.java", "Java", 0, 0, 49, 0, 3, 52
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\AccessMod.class", "Java", 0, 0, 15, 0, 0, 15
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\AccessMod.java", "Java", 0, 0, 9, 0, 3, 12
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Alias.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Alias.java", "Java", 0, 0, 14, 0, 3, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Class.class", "Java", 0, 0, 17, 6, 0, 23
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Class.java", "Java", 0, 0, 25, 0, 3, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\CompResult.class", "Java", 0, 0, 26, 0, 1, 27
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\CompResult.java", "Java", 0, 0, 31, 0, 3, 34
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Compiler.class", "Java", 0, 0, 154, 173, 2, 329
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Compiler.java", "Java", 0, 0, 879, 0, 11, 890
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Extensions.class", "Java", 0, 0, 43, 0, 0, 43
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Extensions.java", "Java", 0, 0, 149, 0, 3, 152
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\JavaBB.class", "Java", 0, 0, 427, 41, 133, 601
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\JavaBB.java", "Java", 0, 0, 412, 42, 134, 588
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\LangUtil$DoubleRange.class", "Java", 0, 0, 18, 0, 0, 18
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\LangUtil$IntRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\LangUtil$IteratorToIterable.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\LangUtil$LongRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\LangUtil.class", "Java", 0, 0, 95, 0, 0, 95
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\LangUtil.java", "Java", 0, 0, 289, 0, 25, 314
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\MethodAccess.class", "Java", 0, 0, 18, 0, 0, 18
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\MethodAccess.java", "Java", 0, 0, 26, 0, 3, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Null.class", "Java", 0, 0, 6, 0, 0, 6
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Options.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Options.java", "Java", 0, 0, 23, 0, 3, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Parser.class", "Java", 0, 0, 46, 0, 0, 46
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Parser.java", "Java", 0, 0, 90, 0, 3, 93
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Precompiler.class", "Java", 0, 0, 45, 0, 0, 45
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Precompiler.java", "Java", 0, 0, 59, 0, 3, 62
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\RegexRule.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\RegexRule.java", "Java", 0, 0, 21, 0, 3, 24
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\StringParser.class", "Java", 0, 0, 39, 0, 0, 39
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\StringParser.java", "Java", 0, 0, 56, 0, 3, 59
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Token$Type.class", "Java", 0, 0, 29, 0, 0, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Token.class", "Java", 0, 0, 118, 8, 0, 126
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Token.java", "Java", 0, 0, 266, 0, 3, 269
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Tokeniser$CharType.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Tokeniser.class", "Java", 0, 0, 432, 0, 1, 433
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Tokeniser.java", "Java", 0, 0, 236, 0, 4, 240
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5.1\src_out\Util.java", "Java", 0, 0, 49, 0, 3, 52
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5\src_out\AccessMod.class", "Java", 0, 0, 15, 0, 0, 15
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5\src_out\AccessMod.java", "Java", 0, 0, 9, 0, 3, 12
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5\src_out\Alias.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5\src_out\Alias.java", "Java", 0, 0, 14, 0, 3, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5\src_out\Class.class", "Java", 0, 0, 17, 6, 0, 23
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.5\src_out\Class.java", "Java", 0, 0, 25, 0, 3, 28
